Agent Name, Door Name, Position-X, Position-Z, Time (Seconds)
SmartAgent3D(Clone), door 19, -33.35-X, -28.04-Z, 2.12 seconds
SmartAgent3D(Clone), door 4, 25.05-X, 12.4-Z, 2.2 seconds
SmartAgent3D(Clone), door 6, -61.91-X, -32.6-Z, 2.32 seconds
SmartAgent3D(Clone), door 8, -70.91-X, 15.4-Z, 2.34 seconds
SmartAgent3D(Clone), door 1, -3.37-X, 19.96-Z, 2.34 seconds
SmartAgent3D(Clone), door 51, -52.93-X, 15.4-Z, 2.44 seconds
SmartAgent3D(Clone), door 67, -43.93-X, 15.4-Z, 2.44 seconds
SmartAgent3D(Clone), door 68, -34.93-X, 15.4-Z, 2.44 seconds
SmartAgent3D(Clone), door 69, -25.93-X, 15.4-Z, 2.44 seconds
SmartAgent3D(Clone), door 70, -16.93-X, 15.4-Z, 2.44 seconds
SmartAgent3D(Clone), door 44, 31.05-X, 15.4-Z, 2.44 seconds
SmartAgent3D(Clone), door 45, 31.05-X, 12.52-Z, 2.44 seconds
SmartAgent3D(Clone), door 43, 40.05-X, 12.52-Z, 2.44 seconds
SmartAgent3D(Clone), door 42, 40.05-X, 15.4-Z, 2.44 seconds
SmartAgent3D(Clone), door 41, 49.05-X, 12.52-Z, 2.44 seconds
SmartAgent3D(Clone), door 40, 49.05-X, 15.4-Z, 2.44 seconds
SmartAgent3D(Clone), door 39, 58.05-X, 12.52-Z, 2.44 seconds
SmartAgent3D(Clone), door 38, 58.05-X, 15.4-Z, 2.44 seconds
SmartAgent3D(Clone), door 1, -3.37-X, 19.96-Z, 2.48 seconds
SmartAgent3D(Clone), door 46, 25.05-X, 15.4-Z, 2.68 seconds
SmartAgent3D(Clone), door 37, 64.05-X, 12.52-Z, 2.68 seconds
SmartAgent3D(Clone), door 36, 64.05-X, 15.4-Z, 2.7 seconds
SmartAgent3D(Clone), door 70, -16.93-X, 15.4-Z, 2.84 seconds
SmartAgent3D(Clone), door 17, -33.47-X, -28.04-Z, 2.96 seconds
SmartAgent3D(Clone), door 26, -15.35-X, -19.04-Z, 2.98 seconds
SmartAgent3D(Clone), door 47, 25.05-X, 12.52-Z, 3 seconds
SmartAgent3D(Clone), door 15, 14.61-X, -16.04-Z, 3.12 seconds
SmartAgent3D(Clone), door 92, -3.49-X, 19.96-Z, 3.18 seconds
SmartAgent3D(Clone), door 26, -15.35-X, -19.04-Z, 3.2 seconds
SmartAgent3D(Clone), door 23, -15.47-X, -7.04-Z, 3.2 seconds
SmartAgent3D(Clone), door 7, -69.47-X, 13.96-Z, 3.28 seconds
SmartAgent3D(Clone), door 31, -1.93-X, 12.4-Z, 3.4 seconds
SmartAgent3D(Clone), door 28, 7.05-X, -8.6-Z, 3.58 seconds
SmartAgent3D(Clone), door 45, 31.05-X, 12.52-Z, 3.66 seconds
SmartAgent3D(Clone), door 42, 40.05-X, 15.4-Z, 3.66 seconds
SmartAgent3D(Clone), door 40, 49.05-X, 15.4-Z, 3.66 seconds
SmartAgent3D(Clone), door 38, 58.05-X, 15.4-Z, 3.66 seconds
SmartAgent3D(Clone), door 16, -52.93-X, 12.4-Z, 3.68 seconds
SmartAgent3D(Clone), door 15, 14.61-X, -16.04-Z, 3.68 seconds
SmartAgent3D(Clone), door 44, 31.05-X, 15.4-Z, 3.68 seconds
SmartAgent3D(Clone), door 43, 40.05-X, 12.52-Z, 3.7 seconds
SmartAgent3D(Clone), door 41, 49.05-X, 12.52-Z, 3.7 seconds
SmartAgent3D(Clone), door 39, 58.05-X, 12.52-Z, 3.7 seconds
SmartAgent3D(Clone), door 52, -52.93-X, 12.52-Z, 3.7 seconds
SmartAgent3D(Clone), door 16, -52.93-X, 12.4-Z, 3.7 seconds
SmartAgent3D(Clone), door 30, -15.35-X, -7.04-Z, 4 seconds
SmartAgent3D(Clone), door 20, -15.47-X, -19.04-Z, 4.04 seconds
SmartAgent3D(Clone), door 37, 64.05-X, 12.52-Z, 4.08 seconds
SmartAgent3D(Clone), door 2, -1.93-X, 15.52-Z, 4.14 seconds
SmartAgent3D(Clone), door 50, -1.93-X, 12.52-Z, 4.16 seconds
SmartAgent3D(Clone), door 47, 25.05-X, 12.52-Z, 4.2 seconds
SmartAgent3D(Clone), door 46, 25.05-X, 15.4-Z, 4.26 seconds
SmartAgent3D(Clone), door 78, 14.49-X, -16.04-Z, 4.28 seconds
SmartAgent3D(Clone), door 36, 64.05-X, 15.4-Z, 4.34 seconds
SmartAgent3D(Clone), door 52, -52.93-X, 12.52-Z, 4.38 seconds
SmartAgent3D(Clone), door 20, -15.47-X, -19.04-Z, 4.38 seconds
SmartAgent3D(Clone), door 29, 7.05-X, -8.48-Z, 4.4 seconds
SmartAgent3D(Clone), door 86, 58.05-X, 15.52-Z, 4.42 seconds
SmartAgent3D(Clone), door 88, 40.05-X, 15.52-Z, 4.42 seconds
SmartAgent3D(Clone), door 87, 49.05-X, 15.52-Z, 4.42 seconds
SmartAgent3D(Clone), door 84, 31.05-X, 12.4-Z, 4.46 seconds
SmartAgent3D(Clone), door 89, 31.05-X, 15.52-Z, 4.46 seconds
SmartAgent3D(Clone), door 83, 40.05-X, 12.4-Z, 4.48 seconds
SmartAgent3D(Clone), door 82, 49.05-X, 12.4-Z, 4.48 seconds
SmartAgent3D(Clone), door 81, 58.05-X, 12.4-Z, 4.48 seconds
SmartAgent3D(Clone), door 12, 16.09-X, -32.6-Z, 4.64 seconds
SmartAgent3D(Clone), door 17, -33.47-X, -28.04-Z, 4.76 seconds
SmartAgent3D(Clone), door 20, -15.47-X, -19.04-Z, 4.8 seconds
SmartAgent3D(Clone), door 37, 64.05-X, 12.52-Z, 4.8 seconds
SmartAgent3D(Clone), door 84, 31.05-X, 12.4-Z, 4.82 seconds
SmartAgent3D(Clone), door 81, 58.05-X, 12.4-Z, 4.84 seconds
SmartAgent3D(Clone), door 82, 49.05-X, 12.4-Z, 4.84 seconds
SmartAgent3D(Clone), door 83, 40.05-X, 12.4-Z, 4.84 seconds
SmartAgent3D(Clone), door 49, -1.93-X, 15.4-Z, 4.94 seconds
SmartAgent3D(Clone), door 88, 40.05-X, 15.52-Z, 4.94 seconds
SmartAgent3D(Clone), door 87, 49.05-X, 15.52-Z, 4.94 seconds
SmartAgent3D(Clone), door 86, 58.05-X, 15.52-Z, 4.94 seconds
SmartAgent3D(Clone), door 71, -10.93-X, 15.4-Z, 4.94 seconds
SmartAgent3D(Clone), door 89, 31.05-X, 15.52-Z, 4.96 seconds
SmartAgent3D(Clone), door 4, 25.05-X, 12.4-Z, 4.96 seconds
SmartAgent3D(Clone), door 67, -43.93-X, 15.4-Z, 5.02 seconds
SmartAgent3D(Clone), door 68, -34.93-X, 15.4-Z, 5.02 seconds
SmartAgent3D(Clone), door 90, 25.05-X, 15.52-Z, 5.08 seconds
SmartAgent3D(Clone), door 84, 31.05-X, 12.4-Z, 5.1 seconds
SmartAgent3D(Clone), door 82, 49.05-X, 12.4-Z, 5.12 seconds
SmartAgent3D(Clone), door 83, 40.05-X, 12.4-Z, 5.12 seconds
SmartAgent3D(Clone), door 81, 58.05-X, 12.4-Z, 5.14 seconds
SmartAgent3D(Clone), door 85, 64.05-X, 15.52-Z, 5.14 seconds
SmartAgent3D(Clone), door 20, -15.47-X, -19.04-Z, 5.18 seconds
SmartAgent3D(Clone), door 51, -52.93-X, 15.4-Z, 5.18 seconds
SmartAgent3D(Clone), door 4, 25.05-X, 12.4-Z, 5.3 seconds
SmartAgent3D(Clone), door 80, 64.05-X, 12.4-Z, 5.38 seconds
SmartAgent3D(Clone), door 88, 40.05-X, 15.52-Z, 5.4 seconds
SmartAgent3D(Clone), door 86, 58.05-X, 15.52-Z, 5.4 seconds
SmartAgent3D(Clone), door 87, 49.05-X, 15.52-Z, 5.4 seconds
SmartAgent3D(Clone), door 89, 31.05-X, 15.52-Z, 5.44 seconds
SmartAgent3D(Clone), door 49, -1.93-X, 15.4-Z, 5.48 seconds
SmartAgent3D(Clone), door 90, 25.05-X, 15.52-Z, 5.54 seconds
SmartAgent3D(Clone), door 51, -52.93-X, 15.4-Z, 5.54 seconds
SmartAgent3D(Clone), door 19, -33.35-X, -28.04-Z, 5.58 seconds
SmartAgent3D(Clone), door 85, 64.05-X, 15.52-Z, 5.6 seconds
SmartAgent3D(Clone), door 68, -34.93-X, 15.4-Z, 5.62 seconds
SmartAgent3D(Clone), door 71, -10.93-X, 15.4-Z, 5.62 seconds
SmartAgent3D(Clone), door 80, 64.05-X, 12.4-Z, 5.76 seconds
SmartAgent3D(Clone), door 67, -43.93-X, 15.4-Z, 5.82 seconds
SmartAgent3D(Clone), door 51, -52.93-X, 15.4-Z, 5.84 seconds
SmartAgent3D(Clone), door 95, -34.93-X, 15.52-Z, 5.96 seconds
SmartAgent3D(Clone), door 51, -52.93-X, 15.4-Z, 6.02 seconds
SmartAgent3D(Clone), door 80, 64.05-X, 12.4-Z, 6.02 seconds
SmartAgent3D(Clone), door 91, -10.93-X, 15.52-Z, 6.08 seconds
SmartAgent3D(Clone), door 91, -10.93-X, 15.52-Z, 6.16 seconds
SmartAgent3D(Clone), door 50, -1.93-X, 12.52-Z, 6.16 seconds
SmartAgent3D(Clone), door 80, 64.05-X, 12.4-Z, 6.28 seconds
SmartAgent3D(Clone), door 2, -1.93-X, 15.52-Z, 6.28 seconds
SmartAgent3D(Clone), door 51, -52.93-X, 15.4-Z, 6.4 seconds
SmartAgent3D(Clone), door 25, -15.35-X, -10.04-Z, 6.5 seconds
SmartAgent3D(Clone), door 97, -52.93-X, 15.52-Z, 6.66 seconds
SmartAgent3D(Clone), door 96, -43.93-X, 15.52-Z, 6.68 seconds
SmartAgent3D(Clone), door 95, -34.93-X, 15.52-Z, 6.7 seconds
SmartAgent3D(Clone), door 32, -7.91-X, -8.48-Z, 6.9 seconds
SmartAgent3D(Clone), door 31, -1.93-X, 12.4-Z, 6.9 seconds
SmartAgent3D(Clone), door 97, -52.93-X, 15.52-Z, 6.94 seconds
SmartAgent3D(Clone), door 71, -10.93-X, 15.4-Z, 6.98 seconds
SmartAgent3D(Clone), door 97, -52.93-X, 15.52-Z, 7.08 seconds
SmartAgent3D(Clone), door 25, -15.35-X, -10.04-Z, 7.1 seconds
SmartAgent3D(Clone), door 47, 25.05-X, 12.52-Z, 7.14 seconds
SmartAgent3D(Clone), door 95, -34.93-X, 15.52-Z, 7.16 seconds
SmartAgent3D(Clone), door 96, -43.93-X, 15.52-Z, 7.16 seconds
SmartAgent3D(Clone), door 97, -52.93-X, 15.52-Z, 7.38 seconds
SmartAgent3D(Clone), door 46, 25.05-X, 15.4-Z, 7.44 seconds
SmartAgent3D(Clone), door 97, -52.93-X, 15.52-Z, 7.58 seconds
SmartAgent3D(Clone), door 24, -7.91-X, -8.6-Z, 7.64 seconds
SmartAgent3D(Clone), door 22, -15.47-X, -10.04-Z, 7.68 seconds
SmartAgent3D(Clone), door 47, 25.05-X, 12.52-Z, 7.76 seconds
SmartAgent3D(Clone), door 37, 64.05-X, 12.52-Z, 7.8 seconds
SmartAgent3D(Clone), door 36, 64.05-X, 15.4-Z, 7.82 seconds
SmartAgent3D(Clone), door 97, -52.93-X, 15.52-Z, 7.84 seconds
SmartAgent3D(Clone), door 44, 31.05-X, 15.4-Z, 7.88 seconds
SmartAgent3D(Clone), door 38, 58.05-X, 15.4-Z, 7.9 seconds
SmartAgent3D(Clone), door 42, 40.05-X, 15.4-Z, 8.08 seconds
SmartAgent3D(Clone), door 46, 25.05-X, 15.4-Z, 8.1 seconds
SmartAgent3D(Clone), door 1, -3.37-X, 19.96-Z, 8.14 seconds
SmartAgent3D(Clone), door 97, -52.93-X, 15.52-Z, 8.16 seconds
SmartAgent3D(Clone), door 25, -15.35-X, -10.04-Z, 8.16 seconds
SmartAgent3D(Clone), door 43, 40.05-X, 12.52-Z, 8.24 seconds
SmartAgent3D(Clone), door 97, -52.93-X, 15.52-Z, 8.34 seconds
SmartAgent3D(Clone), door 44, 31.05-X, 15.4-Z, 8.38 seconds
SmartAgent3D(Clone), door 45, 31.05-X, 12.52-Z, 8.38 seconds
SmartAgent3D(Clone), door 4, 25.05-X, 12.4-Z, 8.4 seconds
SmartAgent3D(Clone), door 22, -15.47-X, -10.04-Z, 8.4 seconds
SmartAgent3D(Clone), door 37, 64.05-X, 12.52-Z, 8.44 seconds
SmartAgent3D(Clone), door 38, 58.05-X, 15.4-Z, 8.46 seconds
SmartAgent3D(Clone), door 36, 64.05-X, 15.4-Z, 8.48 seconds
SmartAgent3D(Clone), door 90, 25.05-X, 15.52-Z, 8.5 seconds
SmartAgent3D(Clone), door 44, 31.05-X, 15.4-Z, 8.54 seconds
SmartAgent3D(Clone), door 79, 8.61-X, -28.04-Z, 8.62 seconds
SmartAgent3D(Clone), door 1, -3.37-X, 19.96-Z, 8.68 seconds
SmartAgent3D(Clone), door 42, 40.05-X, 15.4-Z, 8.72 seconds
SmartAgent3D(Clone), door 25, -15.35-X, -10.04-Z, 8.74 seconds
SmartAgent3D(Clone), door 33, 8.49-X, 4.96-Z, 8.84 seconds
SmartAgent3D(Clone), door 43, 40.05-X, 12.52-Z, 8.88 seconds
SmartAgent3D(Clone), door 86, 58.05-X, 15.52-Z, 8.88 seconds
SmartAgent3D(Clone), door 39, 58.05-X, 12.52-Z, 8.88 seconds
SmartAgent3D(Clone), door 89, 31.05-X, 15.52-Z, 8.92 seconds
SmartAgent3D(Clone), door 85, 64.05-X, 15.52-Z, 8.94 seconds
SmartAgent3D(Clone), door 44, 31.05-X, 15.4-Z, 9.02 seconds
SmartAgent3D(Clone), door 92, -3.49-X, 19.96-Z, 9.04 seconds
SmartAgent3D(Clone), door 80, 64.05-X, 12.4-Z, 9.06 seconds
SmartAgent3D(Clone), door 52, -52.93-X, 12.52-Z, 9.12 seconds
SmartAgent3D(Clone), door 88, 40.05-X, 15.52-Z, 9.18 seconds
SmartAgent3D(Clone), door 3, 14.61-X, 4.96-Z, 9.22 seconds
SmartAgent3D(Clone), door 90, 25.05-X, 15.52-Z, 9.22 seconds
SmartAgent3D(Clone), door 92, -3.49-X, 19.96-Z, 9.24 seconds
SmartAgent3D(Clone), door 45, 31.05-X, 12.52-Z, 9.28 seconds
SmartAgent3D(Clone), door 89, 31.05-X, 15.52-Z, 9.36 seconds
SmartAgent3D(Clone), door 4, 25.05-X, 12.4-Z, 9.38 seconds
SmartAgent3D(Clone), door 22, -15.47-X, -10.04-Z, 9.38 seconds
SmartAgent3D(Clone), door 33, 8.49-X, 4.96-Z, 9.4 seconds
SmartAgent3D(Clone), door 39, 58.05-X, 12.52-Z, 9.4 seconds
SmartAgent3D(Clone), door 27, 8.49-X, -28.04-Z, 9.44 seconds
SmartAgent3D(Clone), door 80, 64.05-X, 12.4-Z, 9.46 seconds
SmartAgent3D(Clone), door 18, -25.91-X, -17.6-Z, 9.48 seconds
SmartAgent3D(Clone), door 83, 40.05-X, 12.4-Z, 9.5 seconds
SmartAgent3D(Clone), door 86, 58.05-X, 15.52-Z, 9.58 seconds
SmartAgent3D(Clone), door 85, 64.05-X, 15.52-Z, 9.58 seconds
SmartAgent3D(Clone), door 89, 31.05-X, 15.52-Z, 9.66 seconds
SmartAgent3D(Clone), door 80, 64.05-X, 12.4-Z, 9.72 seconds
SmartAgent3D(Clone), door 27, 8.49-X, -28.04-Z, 9.82 seconds
SmartAgent3D(Clone), door 49, -1.93-X, 15.4-Z, 9.84 seconds
SmartAgent3D(Clone), door 88, 40.05-X, 15.52-Z, 9.84 seconds
SmartAgent3D(Clone), door 89, 31.05-X, 15.52-Z, 9.86 seconds
SmartAgent3D(Clone), door 16, -52.93-X, 12.4-Z, 9.9 seconds
SmartAgent3D(Clone), door 83, 40.05-X, 12.4-Z, 9.96 seconds
SmartAgent3D(Clone), door 81, 58.05-X, 12.4-Z, 10 seconds
SmartAgent3D(Clone), door 67, -43.93-X, 15.4-Z, 10.02 seconds
SmartAgent3D(Clone), door 25, -15.35-X, -10.04-Z, 10.02 seconds
SmartAgent3D(Clone), door 1, -3.37-X, 19.96-Z, 10.04 seconds
SmartAgent3D(Clone), door 22, -15.47-X, -10.04-Z, 10.04 seconds
SmartAgent3D(Clone), door 47, 25.05-X, 12.52-Z, 10.06 seconds
SmartAgent3D(Clone), door 46, 25.05-X, 15.4-Z, 10.14 seconds
SmartAgent3D(Clone), door 84, 31.05-X, 12.4-Z, 10.14 seconds
SmartAgent3D(Clone), door 89, 31.05-X, 15.52-Z, 10.14 seconds
SmartAgent3D(Clone), door 51, -52.93-X, 15.4-Z, 10.14 seconds
SmartAgent3D(Clone), door 27, 8.49-X, -28.04-Z, 10.2 seconds
SmartAgent3D(Clone), door 83, 40.05-X, 12.4-Z, 10.26 seconds
SmartAgent3D(Clone), door 21, -25.91-X, -17.48-Z, 10.3 seconds
SmartAgent3D(Clone), door 39, 58.05-X, 12.52-Z, 10.32 seconds
SmartAgent3D(Clone), door 27, 8.49-X, -28.04-Z, 10.46 seconds
SmartAgent3D(Clone), door 89, 31.05-X, 15.52-Z, 10.46 seconds
SmartAgent3D(Clone), door 49, -1.93-X, 15.4-Z, 10.48 seconds
SmartAgent3D(Clone), door 24, -7.91-X, -8.6-Z, 10.56 seconds
SmartAgent3D(Clone), door 37, 64.05-X, 12.52-Z, 10.58 seconds
SmartAgent3D(Clone), door 51, -52.93-X, 15.4-Z, 10.64 seconds
SmartAgent3D(Clone), door 36, 64.05-X, 15.4-Z, 10.64 seconds
SmartAgent3D(Clone), door 84, 31.05-X, 12.4-Z, 10.66 seconds
SmartAgent3D(Clone), door 81, 58.05-X, 12.4-Z, 10.68 seconds
SmartAgent3D(Clone), door 67, -43.93-X, 15.4-Z, 10.72 seconds
SmartAgent3D(Clone), door 22, -15.47-X, -10.04-Z, 10.8 seconds
SmartAgent3D(Clone), door 43, 40.05-X, 12.52-Z, 10.82 seconds
SmartAgent3D(Clone), door 89, 31.05-X, 15.52-Z, 10.82 seconds
SmartAgent3D(Clone), door 4, 25.05-X, 12.4-Z, 10.88 seconds
SmartAgent3D(Clone), door 2, -1.93-X, 15.52-Z, 10.9 seconds
SmartAgent3D(Clone), door 45, 31.05-X, 12.52-Z, 10.9 seconds
SmartAgent3D(Clone), door 90, 25.05-X, 15.52-Z, 10.92 seconds
SmartAgent3D(Clone), door 97, -52.93-X, 15.52-Z, 10.98 seconds
SmartAgent3D(Clone), door 33, 8.49-X, 4.96-Z, 11 seconds
SmartAgent3D(Clone), door 24, -7.91-X, -8.6-Z, 11.08 seconds
SmartAgent3D(Clone), door 81, 58.05-X, 12.4-Z, 11.1 seconds
SmartAgent3D(Clone), door 84, 31.05-X, 12.4-Z, 11.12 seconds
SmartAgent3D(Clone), door 96, -43.93-X, 15.52-Z, 11.18 seconds
SmartAgent3D(Clone), door 67, -43.93-X, 15.4-Z, 11.26 seconds
SmartAgent3D(Clone), door 89, 31.05-X, 15.52-Z, 11.28 seconds
SmartAgent3D(Clone), door 97, -52.93-X, 15.52-Z, 11.28 seconds
SmartAgent3D(Clone), door 42, 40.05-X, 15.4-Z, 11.3 seconds
SmartAgent3D(Clone), door 80, 64.05-X, 12.4-Z, 11.38 seconds
SmartAgent3D(Clone), door 38, 58.05-X, 15.4-Z, 11.38 seconds
SmartAgent3D(Clone), door 32, -7.91-X, -8.48-Z, 11.4 seconds
SmartAgent3D(Clone), door 90, 25.05-X, 15.52-Z, 11.42 seconds
SmartAgent3D(Clone), door 85, 64.05-X, 15.52-Z, 11.42 seconds
SmartAgent3D(Clone), door 81, 58.05-X, 12.4-Z, 11.48 seconds
SmartAgent3D(Clone), door 2, -1.93-X, 15.52-Z, 11.56 seconds
SmartAgent3D(Clone), door 83, 40.05-X, 12.4-Z, 11.56 seconds
SmartAgent3D(Clone), door 84, 31.05-X, 12.4-Z, 11.66 seconds
SmartAgent3D(Clone), door 96, -43.93-X, 15.52-Z, 11.68 seconds
SmartAgent3D(Clone), door 32, -7.91-X, -8.48-Z, 11.72 seconds
SmartAgent3D(Clone), door 80, 64.05-X, 12.4-Z, 11.76 seconds
SmartAgent3D(Clone), door 97, -52.93-X, 15.52-Z, 11.76 seconds
SmartAgent3D(Clone), door 67, -43.93-X, 15.4-Z, 11.8 seconds
SmartAgent3D(Clone), door 2, -1.93-X, 15.52-Z, 11.8 seconds
SmartAgent3D(Clone), door 91, -10.93-X, 15.52-Z, 11.82 seconds
SmartAgent3D(Clone), door 81, 58.05-X, 12.4-Z, 11.84 seconds
SmartAgent3D(Clone), door 90, 25.05-X, 15.52-Z, 11.86 seconds
SmartAgent3D(Clone), door 85, 64.05-X, 15.52-Z, 11.88 seconds
SmartAgent3D(Clone), door 83, 40.05-X, 12.4-Z, 11.92 seconds
SmartAgent3D(Clone), door 45, 31.05-X, 12.52-Z, 11.98 seconds
SmartAgent3D(Clone), door 44, 31.05-X, 15.4-Z, 12 seconds
SmartAgent3D(Clone), door 80, 64.05-X, 12.4-Z, 12.04 seconds
SmartAgent3D(Clone), door 84, 31.05-X, 12.4-Z, 12.04 seconds
SmartAgent3D(Clone), door 88, 40.05-X, 15.52-Z, 12.1 seconds
SmartAgent3D(Clone), door 86, 58.05-X, 15.52-Z, 12.18 seconds
SmartAgent3D(Clone), door 83, 40.05-X, 12.4-Z, 12.2 seconds
SmartAgent3D(Clone), door 96, -43.93-X, 15.52-Z, 12.2 seconds
SmartAgent3D(Clone), door 97, -52.93-X, 15.52-Z, 12.22 seconds
SmartAgent3D(Clone), door 50, -1.93-X, 12.52-Z, 12.26 seconds
SmartAgent3D(Clone), door 96, -43.93-X, 15.52-Z, 12.28 seconds
SmartAgent3D(Clone), door 24, -7.91-X, -8.6-Z, 12.28 seconds
SmartAgent3D(Clone), door 85, 64.05-X, 15.52-Z, 12.28 seconds
SmartAgent3D(Clone), door 84, 31.05-X, 12.4-Z, 12.44 seconds
SmartAgent3D(Clone), door 88, 40.05-X, 15.52-Z, 12.56 seconds
SmartAgent3D(Clone), door 49, -1.93-X, 15.4-Z, 12.58 seconds
SmartAgent3D(Clone), door 71, -10.93-X, 15.4-Z, 12.62 seconds
SmartAgent3D(Clone), door 86, 58.05-X, 15.52-Z, 12.64 seconds
SmartAgent3D(Clone), door 84, 31.05-X, 12.4-Z, 12.68 seconds
SmartAgent3D(Clone), door 89, 31.05-X, 15.52-Z, 12.72 seconds
SmartAgent3D(Clone), door 24, -7.91-X, -8.6-Z, 12.78 seconds
SmartAgent3D(Clone), door 96, -43.93-X, 15.52-Z, 12.92 seconds
SmartAgent3D(Clone), door 88, 40.05-X, 15.52-Z, 12.98 seconds
SmartAgent3D(Clone), door 52, -52.93-X, 12.52-Z, 12.98 seconds
SmartAgent3D(Clone), door 71, -10.93-X, 15.4-Z, 13.04 seconds
SmartAgent3D(Clone), door 84, 31.05-X, 12.4-Z, 13.04 seconds
SmartAgent3D(Clone), door 31, -1.93-X, 12.4-Z, 13.06 seconds
SmartAgent3D(Clone), door 32, -7.91-X, -8.48-Z, 13.16 seconds
SmartAgent3D(Clone), door 89, 31.05-X, 15.52-Z, 13.16 seconds
SmartAgent3D(Clone), door 71, -10.93-X, 15.4-Z, 13.46 seconds
SmartAgent3D(Clone), door 91, -10.93-X, 15.52-Z, 13.68 seconds
SmartAgent3D(Clone), door 16, -52.93-X, 12.4-Z, 13.8 seconds
SmartAgent3D(Clone), door 50, -1.93-X, 12.52-Z, 13.8 seconds
SmartAgent3D(Clone), door 30, -15.35-X, -7.04-Z, 13.9 seconds
SmartAgent3D(Clone), door 91, -10.93-X, 15.52-Z, 14.02 seconds
SmartAgent3D(Clone), door 22, -15.47-X, -10.04-Z, 14.54 seconds
SmartAgent3D(Clone), door 31, -1.93-X, 12.4-Z, 14.56 seconds
SmartAgent3D(Clone), door 23, -15.47-X, -7.04-Z, 14.72 seconds
SmartAgent3D(Clone), door 3, 14.61-X, 4.96-Z, 14.9 seconds
SmartAgent3D(Clone), door 21, -25.91-X, -17.48-Z, 15.02 seconds
SmartAgent3D(Clone), door 51, -52.93-X, 15.4-Z, 15.22 seconds
SmartAgent3D(Clone), door 30, -15.35-X, -7.04-Z, 15.24 seconds
SmartAgent3D(Clone), door 47, 25.05-X, 12.52-Z, 15.26 seconds
SmartAgent3D(Clone), door 41, 49.05-X, 12.52-Z, 15.32 seconds
SmartAgent3D(Clone), door 25, -15.35-X, -10.04-Z, 15.34 seconds
SmartAgent3D(Clone), door 46, 25.05-X, 15.4-Z, 15.54 seconds
SmartAgent3D(Clone), door 44, 31.05-X, 15.4-Z, 15.74 seconds
SmartAgent3D(Clone), door 51, -52.93-X, 15.4-Z, 15.76 seconds
SmartAgent3D(Clone), door 40, 49.05-X, 15.4-Z, 15.76 seconds
SmartAgent3D(Clone), door 18, -25.91-X, -17.6-Z, 15.88 seconds
SmartAgent3D(Clone), door 41, 49.05-X, 12.52-Z, 15.92 seconds
SmartAgent3D(Clone), door 16, -52.93-X, 12.4-Z, 15.94 seconds
SmartAgent3D(Clone), door 23, -15.47-X, -7.04-Z, 16.04 seconds
SmartAgent3D(Clone), door 97, -52.93-X, 15.52-Z, 16.08 seconds
SmartAgent3D(Clone), door 47, 25.05-X, 12.52-Z, 16.08 seconds
SmartAgent3D(Clone), door 46, 25.05-X, 15.4-Z, 16.12 seconds
SmartAgent3D(Clone), door 45, 31.05-X, 12.52-Z, 16.2 seconds
SmartAgent3D(Clone), door 44, 31.05-X, 15.4-Z, 16.26 seconds
SmartAgent3D(Clone), door 43, 40.05-X, 12.52-Z, 16.28 seconds
SmartAgent3D(Clone), door 40, 49.05-X, 15.4-Z, 16.32 seconds
SmartAgent3D(Clone), door 17, -33.47-X, -28.04-Z, 16.38 seconds
SmartAgent3D(Clone), door 18, -25.91-X, -17.6-Z, 16.4 seconds
SmartAgent3D(Clone), door 97, -52.93-X, 15.52-Z, 16.4 seconds
SmartAgent3D(Clone), door 90, 25.05-X, 15.52-Z, 16.42 seconds
SmartAgent3D(Clone), door 82, 49.05-X, 12.4-Z, 16.44 seconds
SmartAgent3D(Clone), door 89, 31.05-X, 15.52-Z, 16.58 seconds
SmartAgent3D(Clone), door 87, 49.05-X, 15.52-Z, 16.62 seconds
SmartAgent3D(Clone), door 41, 49.05-X, 12.52-Z, 16.68 seconds
SmartAgent3D(Clone), door 92, -3.49-X, 19.96-Z, 16.7 seconds
SmartAgent3D(Clone), door 90, 25.05-X, 15.52-Z, 16.72 seconds
SmartAgent3D(Clone), door 52, -52.93-X, 12.52-Z, 16.74 seconds
SmartAgent3D(Clone), door 43, 40.05-X, 12.52-Z, 16.78 seconds
SmartAgent3D(Clone), door 45, 31.05-X, 12.52-Z, 16.82 seconds
SmartAgent3D(Clone), door 97, -52.93-X, 15.52-Z, 16.88 seconds
SmartAgent3D(Clone), door 89, 31.05-X, 15.52-Z, 16.88 seconds
SmartAgent3D(Clone), door 4, 25.05-X, 12.4-Z, 16.92 seconds
SmartAgent3D(Clone), door 87, 49.05-X, 15.52-Z, 16.94 seconds
SmartAgent3D(Clone), door 33, 8.49-X, 4.96-Z, 17.04 seconds
SmartAgent3D(Clone), door 43, 40.05-X, 12.52-Z, 17.06 seconds
SmartAgent3D(Clone), door 90, 25.05-X, 15.52-Z, 17.16 seconds
SmartAgent3D(Clone), door 82, 49.05-X, 12.4-Z, 17.16 seconds
SmartAgent3D(Clone), door 41, 49.05-X, 12.52-Z, 17.2 seconds
SmartAgent3D(Clone), door 19, -33.35-X, -28.04-Z, 17.24 seconds
SmartAgent3D(Clone), door 4, 25.05-X, 12.4-Z, 17.28 seconds
SmartAgent3D(Clone), door 97, -52.93-X, 15.52-Z, 17.3 seconds
SmartAgent3D(Clone), door 87, 49.05-X, 15.52-Z, 17.32 seconds
